,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_asip,b_saddr_asn,b_saddr_asorg,b_saddr_asip
64881398,2018-01-06,3227975250,583270122,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.234
70840918,2018-03-11,3227975506,583270122,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.234
73973871,2018-04-09,3227975251,583270124,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.236
74392029,2018-04-13,3227975251,583270125,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.237
74067277,2018-04-10,3227975506,583270126,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.238
70841009,2018-03-11,3227975507,583270128,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.254.240
70847032,2018-03-12,3227975506,583270128,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.240
65444536,2018-01-14,3227975251,583270134,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.246
72112626,2018-03-21,3227975250,583270135,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.247
72453775,2018-03-25,3227975251,583270135,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.247
64850699,2018-01-05,1654599250,583270137,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.254.249
70506766,2018-03-08,3227975250,583270137,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.249
64576672,2018-01-02,3227975250,583270138,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.250
64646364,2018-01-03,1654599251,583270138,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.254.250
74067219,2018-04-10,3227975507,583270138,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.254.250
74540799,2018-04-14,3227975506,583270138,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.250
68881686,2018-02-21,3227975506,583270140,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.252
72028117,2018-03-21,3227975251,583270140,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.252
78609557,2018-05-30,3227975250,583270140,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.252
70758946,2018-03-09,3227975250,583270141,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.254.253
65237109,2018-01-11,3227975251,583270142,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.254.254
66683852,2018-01-30,3227975506,583270143,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.254.255
77314352,2018-05-11,1654599251,583270145,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.1
69744183,2018-03-01,3227975250,583270146,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.2
78241137,2018-05-24,3227975251,583270146,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.2
78428679,2018-05-28,3227975507,583270146,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.2
68973294,2018-02-22,3227975506,583270147,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.3
78414366,2018-05-26,3227975507,583270147,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.3
65525163,2018-01-15,1654599250,583270148,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.4
68973014,2018-02-22,3227975507,583270148,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.4
70908689,2018-03-12,3227975251,583270149,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.5
71035648,2018-03-13,1654599250,583270149,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.5
76080188,2018-04-30,3227975250,583270149,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.5
65279312,2018-01-11,3227975507,583270150,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.6
66460277,2018-01-27,3227975250,583270150,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.6
66304065,2018-01-25,1654599251,583270151,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.7
72672723,2018-03-22,1654599250,583270151,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.7
66517806,2018-01-29,3227975506,583270152,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.8
69743695,2018-03-01,3227975250,583270152,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.8
70204870,2018-03-06,3227975251,583270152,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.8
78461549,2018-05-28,1654599250,583270152,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.8
66231769,2018-01-24,1654599251,583270153,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.9
72672319,2018-03-22,1654599250,583270153,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.9
70028322,2018-03-05,3227975250,583270154,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.10
75957165,2018-04-29,3227975251,583270154,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.10
77209274,2018-05-10,3227975250,583270155,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.11
67515961,2018-02-07,3227975250,583270156,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.12
68577243,2018-02-18,3227975250,583270157,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.13
69278324,2018-02-26,3227975507,583270157,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.13
71262032,2018-03-14,1654599251,583270157,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.13
69743969,2018-03-01,3227975250,583270158,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.14
74743022,2018-04-17,1654599250,583270158,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.14
77422051,2018-05-12,3227975506,583270158,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.14
66102668,2018-01-23,3227975506,583270159,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.15
66370815,2018-01-26,3227975251,583270159,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.15
64690893,2018-01-03,3227975251,583270160,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.16
65837837,2018-01-19,3227975250,583270160,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.16
72702276,2018-03-23,1654599250,583270160,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.16
73330443,2018-04-03,3227975507,583270160,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.16
64806750,2018-01-05,3227975506,583270161,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.17
74109137,2018-04-10,3227975251,583270162,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.18
67420225,2018-02-06,3227975507,583270163,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.19
69743011,2018-03-01,3227975251,583270163,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.19
76605787,2018-05-04,3227975506,583270163,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.19
76855201,2018-05-08,3227975250,583270163,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.19
73846202,2018-04-09,3227975250,583270164,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.20
65926389,2018-01-20,3227975251,583270165,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.21
66479938,2018-01-29,3227975250,583270165,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.21
76122524,2018-05-01,1654599250,583270165,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.21
77026921,2018-05-09,3227975506,583270166,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.22
77185889,2018-05-10,3227975250,583270166,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.22
69431426,2018-02-27,3227975251,583270167,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.23
76860384,2018-05-08,3227975507,583270167,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.23
69103642,2018-02-23,3227975251,583270168,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.24
71000411,2018-03-13,3227975507,583270168,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.24
65837026,2018-01-19,3227975251,583270169,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.25
65673761,2018-01-17,3227975250,583270170,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.26
67952216,2018-02-12,3227975250,583270171,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.27
78250930,2018-05-24,3227975251,583270171,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.27
78414559,2018-05-26,3227975507,583270172,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.28
66465078,2018-01-28,3227975250,583270173,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.29
69401030,2018-02-26,3227975506,583270173,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.29
71470159,2018-03-15,3227975251,583270173,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.29
69704170,2018-03-01,3227975251,583270174,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.30
70847123,2018-03-12,3227975506,583270174,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.30
72008055,2018-03-20,3227975250,583270174,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.30
74269305,2018-04-12,3227975251,583270176,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.32
77425071,2018-05-12,3227975506,583270176,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.32
78428800,2018-05-28,3227975507,583270176,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.32
65752839,2018-01-18,1654599250,583270177,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.33
65926414,2018-01-20,3227975250,583270177,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.33
64555954,2018-01-02,3227975251,583270178,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.34
69743450,2018-03-01,3227975250,583270178,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.34
70999826,2018-03-13,3227975507,583270178,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.34
68203621,2018-02-14,3227975250,583270179,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.35
65999535,2018-01-22,1654599251,583270180,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.36
70060522,2018-03-05,3227975507,583270180,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.36
76856664,2018-05-08,3227975251,583270180,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.36
78411359,2018-05-26,3227975506,583270180,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.36
65209824,2018-01-10,3227975506,583270182,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.38
70840282,2018-03-11,3227975507,583270182,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.38
66191693,2018-01-24,3227975506,583270183,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.39
75157810,2018-04-20,3227975506,583270184,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.40
68493031,2018-02-16,3227975507,583270185,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.41
70306846,2018-03-06,1654599251,583270185,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.41
72010278,2018-03-20,3227975250,583270185,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.41
78665955,2018-05-30,1654599250,583270185,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.41
67163597,2018-02-04,3227975250,583270186,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.42
78484300,2018-05-28,3227975507,583270186,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.42
71336197,2018-03-15,3227975250,583270188,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.44
74108912,2018-04-10,3227975251,583270189,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.45
72429247,2018-03-23,3227975250,583270190,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.46
76400153,2018-05-03,3227975250,583270192,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.48
72454154,2018-03-25,3227975250,583270193,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.49
78411763,2018-05-26,3227975507,583270193,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.49
65546767,2018-01-16,3227975250,583270194,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.50
78422830,2018-05-27,3227975251,583270194,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.50
67507805,2018-02-07,3227975506,583270196,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.52
67758356,2018-02-09,3227975250,583270196,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.52
69922366,2018-03-02,1654599251,583270196,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.52
65926405,2018-01-20,3227975251,583270197,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.53
68949291,2018-02-21,3227975506,583270197,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.53
66150982,2018-01-23,3227975251,583270198,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.54
66876921,2018-02-01,3227975250,583270198,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.54
66985722,2018-02-01,3227975507,583270198,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.54
69792230,2018-03-01,3227975506,583270199,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.55
72701507,2018-03-23,1654599250,583270199,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.55
74554682,2018-04-16,3227975251,583270199,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.55
77937383,2018-05-18,3227975507,583270199,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.55
65771297,2018-01-18,3227975506,583270200,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.56
66625790,2018-01-30,3227975507,583270201,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.57
70702204,2018-03-09,1654599250,583270201,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.57
64646107,2018-01-03,1654599250,583270202,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.58
65325089,2018-01-12,3227975251,583270202,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.58
78425996,2018-05-27,3227975506,583270202,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.58
67019688,2018-02-02,3227975506,583270203,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.59
70847178,2018-03-12,3227975507,583270203,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.59
76007071,2018-04-30,3227975251,583270203,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.59
65236798,2018-01-11,3227975251,583270205,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.61
70190469,2018-03-05,3227975507,583270205,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.61
68884965,2018-02-21,3227975250,583270206,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.62
72110771,2018-03-21,3227975251,583270206,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.62
72469497,2018-03-26,3227975507,583270206,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.62
66479671,2018-01-29,3227975251,583270207,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.63
69278584,2018-02-26,3227975507,583270207,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.63
75397507,2018-04-24,3227975250,583270207,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.63
78349384,2018-05-25,1654599250,583270207,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.63
65891604,2018-01-19,3227975251,583270208,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.64
69743114,2018-03-01,3227975250,583270208,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.64
68032294,2018-02-13,3227975506,583270209,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.65
73843801,2018-04-09,3227975251,583270209,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.65
65447014,2018-01-15,3227975251,583270210,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.66
73713359,2018-04-06,3227975506,583270210,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.66
75949039,2018-04-29,3227975250,583270210,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.66
64608340,2018-01-03,1654599251,583270211,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.67
65996143,2018-01-22,3227975507,583270211,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.67
66329277,2018-01-25,1654599250,583270211,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",34.195.255.67
74391972,2018-04-13,3227975250,583270211,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.67
68576928,2018-02-18,3227975251,583270212,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.68
69234498,2018-02-24,3227975250,583270212,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.68
69278492,2018-02-26,3227975507,583270212,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.68
65960929,2018-01-22,3227975250,583270214,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.70
78497897,2018-05-28,3227975507,583270214,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.70
65323769,2018-01-12,3227975250,583270215,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.71
65975545,2018-01-22,3227975506,583270215,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.71
77267089,2018-05-10,3227975507,583270215,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.71
77424028,2018-05-12,3227975507,583270216,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.72
77612941,2018-05-14,3227975250,583270216,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.72
70209405,2018-03-06,3227975251,583270217,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.73
66779895,2018-01-31,3227975507,583270218,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.74
67512634,2018-02-07,3227975250,583270218,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.74
73019914,2018-03-30,1654599251,583270218,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.74
71006781,2018-03-13,3227975251,583270219,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.75
72678672,2018-03-22,1654599251,583270219,395766,CloudPBX,98.159.46.83,14618,"Amazon.com, Inc.",34.195.255.75
67471764,2018-02-07,3227975250,583270220,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.76
68714543,2018-02-20,3227975506,583270220,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.76
70183203,2018-03-05,3227975507,583270220,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",34.195.255.76
74813681,2018-04-17,3227975251,583270220,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",34.195.255.76
64496191,2018-01-01,3227975250,583270221,395152,CloudPBX,192.102.254.82,14618,"Amazon.com, Inc.",34.195.255.77
68867153,2018-02-21,3227975506,583270221,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",34.195.255.77
